SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase 
2,0.2101,20,0.99113512,0.09401599,0.0761354,0.71185315,-0.1638564,-0.4858667,-10.20169544,37.18210983,-67.64103699,2.05271411,-0.11428425,0.65259534,0.99982274,-0.01791773,0.00089513,-0.00571188,0.00734724,0.01517462,-0.00221028,0,0,0,0,1,1
4,0.2101,21,0.0560764,-0.93349653,-0.37687361,1.065238,0.64026582,0.35477522,-25.08038521,27.4481144,-108.213974,-0.00766855,-0.02910465,8.04123211,0.99753892,0.00004895,0.00025805,-0.07011537,0.00266479,0.00577896,0.00824255,0,0,0,0,1,1
1,0.22,19,0.16741687,0.98040825,-0.09838566,-0.58898455,0.35919258,0.54958296,-45.65916443,67.17333984,-91.6690979,0.86668992,3.36837053,-2.28396153,0.99933648,-0.00814418,-0.02923298,0.02014306,0.01184538,0.00406215,0.00000987,0,0,0,0,1,1
2,0.2201,21,0.99057221,0.09004327,0.07601488,0.49832809,-0.09743977,-0.27305192,-10.11400127,38.35136032,-67.81642914,2.06279635,-0.11769271,0.64735693,0.99982148,-0.01800582,0.00092519,-0.00566679,0.00549952,0.01144,-0.00294944,0,0,0,0,1,1
4,0.2201,22,0.0546843,-0.93430328,-0.37559956,0.44659349,0.77784109,0.33646077,-25.13884735,27.36042023,-108.6816711,0.09559719,-0.08357793,8.04555798,0.99753559,-0.00088335,0.00066903,-0.07015361,0.00382397,0.00670053,0.0084238,0,0,0,0,1,1
1,0.23,20,0.16492467,0.97876734,-0.09926946,-0.03411833,0.38306126,0.52895296,-45.42531204,68.48874664,-90.76293182,0.86575001,3.37400103,-2.28721023,0.99933457,-0.00813779,-0.02928203,0.02017149,0.0142253,0.00512504,-0.00184011,0,0,0,0,1,1
2,0.2301,22,0.99059141,0.08992442,0.0800753,-0.2520009,-0.09542136,-0.03773203,-10.11400127,38.35136032,-67.81642914,2.06823659,-0.12147837,0.65601069,0.99982011,-0.01805355,0.00095659,-0.00574294,0.00900397,0.0094277,-0.00256382,0,0,0,0,1,1
4,0.2301,23,0.05499658,-0.93269068,-0.3740887,-0.27744946,0.88029462,0.35188279,-24.9342289,27.12657166,-109.2078323,0.09335615,-0.0835091,8.05518341,0.99752975,-0.00086386,0.00066973,-0.07023739,0.00268306,0.00620214,0.00638213,0,0,0,0,1,1
1,0.24,21,0.16407424,0.98149782,-0.10129624,0.30313972,0.66511822,0.41566604,-45.36685181,68.40105438,-91.28909302,0.86760104,3.37878203,-2.29376221,0.99933201,-0.00815643,-0.02932293,0.0202294,0.01550768,0.00691223,0.00092591,0,0,0,0,1,1
2,0.2401,23,0.99172521,0.08832663,0.07580193,-0.25095129,-0.04783685,0.15507036,-10.78631973,38.35136032,-67.08564758,2.07171011,-0.12179567,0.66674751,0.99981898,-0.01808396,0.00095749,-0.00583669,0.00433783,0.00979747,-0.00189049,0,0,0,0,1,1
