SensorId, TimeStamp (s), FrameNumber, AccX (g), AccY (g), AccZ (g), GyroX (deg/s), GyroY (deg/s), GyroZ (deg/s), MagX (uT), MagY (uT), MagZ (uT), EulerX (deg), EulerY (deg), EulerZ (deg), QuatW, QuatX, QuatY, QuatZ, LinAccX (g), LinAccY (g), LinAccZ (g), Pressure (kPa), Altitude (m), Temperature (degC), HeaveMotion (m),Rep,Clase
2,0.17,17,-0.47386038,-0.91174281,0.12645517,-19.67803192,9.90918255,-48.18987656,-65.06869507,-4.23852682,-85.20899963,8.15496254,-24.61209297,37.30905151,0.91850412,-0.1338224,0.17920393,-0.32607934,0.01528901,0.03962028,0.0257128,0,0,0,0,1,2
5,0.18,15,0.0594728,-0.98886263,0.08338728,-5.13038111,-0.62288779,1.21813703,-22.21572685,18.35720444,-83.36743927,0.50549781,0.58608806,77.52077484,0.77976745,-0.00023773,-0.00674986,-0.62603277,0.0028113,0.00384416,-0.00586539,0,0,0,0,1,2
1,0.18,18,-0.05198718,-1.00539434,0.03556876,5.48644114,-7.10016251,-1.07486129,-47.76381302,4.44314528,-105.9047089,0.42202899,-0.31005824,-13.24232101,0.99332106,-0.00334633,0.00311235,0.11529287,-0.00237797,-0.01081826,0.00739302,0,0,0,0,1,2
2,0.18,18,-0.42026833,-0.92688888,0.11237782,-21.50905418,9.81354332,-49.35974503,-64.42560577,-5.99239969,-85.61824036,7.87623119,-24.12829971,37.45600891,0.9193415,-0.13055468,0.175909,-0.3268376,-0.03130176,0.03006857,0.0351403,0,0,0,0,1,2
5,0.19,16,0.05811617,-0.98781586,0.08225831,-5.28910351,-0.69768381,1.37610948,-21.86495209,18.88336754,-83.54282379,0.45221856,0.57290447,77.51550293,0.77979654,0.0000525,-0.00636908,-0.62600076,0.00388719,0.00370435,-0.00706927,0,0,0,0,1,2
1,0.19,19,-0.05557238,-1.0056529,0.04152025,5.53314257,-7.91622877,-1.17438078,-47.70534897,3.71236467,-106.4308701,0.48149973,-0.29462978,-13.31807041,0.99324304,-0.00387536,0.00304101,0.11594844,0.00144117,-0.00591121,0.00806423,0,0,0,0,1,2
2,0.19,19,-0.41230044,-0.90924162,0.09467645,-22.88070107,5.87649202,-50.09045029,-64.36714172,-4.53083897,-85.58900452,7.60516739,-23.63311577,37.55708694,0.92029428,-0.12723356,0.17255527,-0.32725334,-0.03073472,0.01543203,0.01397866,0,0,0,0,1,2
5,0.2,17,0.06108662,-0.98839378,0.07986796,-5.73248672,-0.7737624,1.48509681,-21.77725792,18.79567337,-83.83513641,0.43370864,0.57131577,77.50531769,0.77985215,0.00016922,-0.00625717,-0.62593257,0.0007525,0.00208962,-0.00651598,0,0,0,0,1,2
1,0.2,20,-0.06802884,-0.99673694,0.04452825,5.1433897,-8.28576374,-1.08120692,-47.96842957,4.12160206,-106.0216293,0.53727317,-0.27986887,-13.39772034,0.99316049,-0.00437166,0.00297254,0.11663795,0.01457245,-0.00355565,-0.00010545,0,0,0,0,1,2
2,0.2,20,-0.28430972,-0.93090576,0.09738017,-23.62072945,1.6488744,-49.60796356,-64.36714172,-4.53083897,-85.58900452,7.34902334,-23.13876915,37.60866928,0.92134237,-0.12394827,0.16922116,-0.32730612,-0.15156603,0.02281292,0.02598494,0,0,0,0,1,2
5,0.21,18,0.06372608,-0.98708141,0.07709093,-6.10558081,-0.77958977,1.59486377,-21.77725792,18.79567337,-83.83513641,0.37221825,0.55599469,77.49951935,0.77988386,0.00050371,-0.00581705,-0.62589711,-0.00205514,-0.0000504,-0.00788671,0,0,0,0,1,2
1,0.21,21,-0.08164044,-0.98869544,0.04491134,5.91397953,-8.38111305,-0.98676354,-47.96842957,4.12160206,-106.0216293,0.58265781,-0.60038072,-13.6574707,0.99288273,-0.00442553,0.00580661,0.11887229,0.02734554,-0.00382267,-0.00743707,0,0,0,0,1,2
2,0.21,21,-0.29190999,-0.90667176,0.07426118,-26.32447243,-0.85720956,-48.94420242,-63.72405624,-4.53083897,-86.14440155,7.19311905,-21.74304008,37.23218155,0.92506069,-0.11847114,0.15872131,-0.32409111,-0.13147241,0.00174467,-0.00205455,0,0,0,0,1,2
